SaleID,CustomerID,StoreID,ProductID,Date,Quantity,UnitPrice,TotalSale,PaymentMethod,DiscountPercent,ReturnFlag,FiscalYear,Channel
12833,1043,718,655,2020-05-01,1,8.93,154400.0,Cash,8.28,N,2020,Online
11859,617,524,679,2023-04-10,4,140.57,9974800.0,Cash,5.93,N,2023,In-store
12072,655,566,714,2020-08-06,2,408.93,12816600.0,Credit Card,16.9,N,2020,Online
13798,1926,911,646,2017-11-29,3,8.22,437600.0,Cash,5.9,N,2017,In-store
13746,393,901,645,2021-09-15,1,7.92,131800.0,Mobile Pay,11.74,N,2021,Online
6282,355,104,183,2023-08-23,4,149.82,9737000.0,Cash,13.84,N,2023,In-store
13194,1774,791,639,2019-12-11,3,383.13,19067600.0,Credit Card,12.03,N,2019,Online
14265,1913,1005,624,2018-01-20,2,0.99,36000.0,Cash,3.51,N,2018,Online
15457,1733,1243,659,2018-03-31,1,9.45,170000.0,Cash,4.53,N,2018,In-store
8996,642,102,124,2019-04-16,5,53.16,4682600.0,Gift Card,6.58,N,2019,In-store
15079,1461,1168,714,2022-10-15,1,408.93,7711600.0,Mobile Pay,0.0,N,2022,In-store
12287,146,609,3,2018-08-31,1,2.0,32400.000000000004,Gift Card,13.99,N,2018,In-store
6845,897,81,124,2019-02-08,5,142.73,11070600.0,Credit Card,17.74,N,2019,In-store
7260,2476,109,9,2020-05-11,5,132.56,10558000.0,Credit Card,15.53,N,2020,Online
3390,2252,54,4,2024-05-17,5,5.22,460400.0,Mobile Pay,6.48,N,2024,In-store
11883,2321,528,10,2018-07-10,2,2.96,100400.0,Credit Card,10.07,N,2018,Online
11610,384,474,719,2020-07-17,1,10.41,185600.0,Gift Card,5.43,N,2020,In-store
16491,2136,1450,178,2024-11-26,1,9.78,156000.0,Cash,15.47,N,2024,Online
10545,1946,261,183,2024-07-16,1,13.78,239400.0,Cash,7.84,N,2024,Online
13136,23,779,654,2017-09-07,3,5.81,299600.0,Cash,8.83,N,2017,In-store
13774,559,907,649,2025-02-10,2,6.26,225200.0,Credit Card,4.63,N,2025,Online
2330,882,90,4,2022-08-31,3,116.82,5652000.0,Gift Card,14.48,N,2022,In-store
3300,111,84,125,2017-10-19,4,125.14,7741400.0,Cash,17.99,N,2017,Online
3062,828,2,10,2024-01-03,2,24.23,829599.9999999999,Gift Card,9.23,N,2024,In-store
10275,1982,207,689,2025-06-13,1,78.17,1359000.0,Cash,7.81,N,2025,Online
16447,2445,1441,712,2020-06-21,4,278.69,17641800.0,Mobile Pay,16.08,N,2020,Online
8782,718,48,5,2019-12-29,1,145.13,2681600.0000000005,Cash,2.02,N,2019,Online
14621,611,1076,676,2019-04-18,1,0.99,15800.0,Gift Card,14.99,N,2019,Online
15569,46,1266,657,2023-07-21,4,0.99,69000.0,Cash,7.55,Y,2023,In-store
726,978,119,125,2018-06-10,4,50.97,3463399.9999999995,Credit Card,9.92,N,2018,Online
14744,939,1101,672,2022-02-12,3,78.77,3851600.000000001,Credit Card,13.57,N,2022,In-store
12711,2349,694,125,2021-05-28,1,214.0,3582400.0,Gift Card,11.23,N,2021,Online
2924,2267,100,178,2019-03-12,3,136.72,6318600.0,Mobile Pay,18.31,N,2019,Online
3127,2152,61,124,2020-03-12,4,60.6,4103200.0,Credit Card,10.24,N,2020,Online
5909,294,68,8,2019-02-16,2,117.61,4193600.0,Cash,5.46,N,2019,In-store
8626,1434,74,183,2018-01-23,1,64.61,1050400.0,Cash,13.79,N,2018,Online
15884,1645,1329,643,2019-09-04,1,11.46,206800.0,Mobile Pay,4.31,N,2019,Online
12087,1282,569,647,2020-06-24,1,1.24,23000.0,Gift Card,1.29,N,2020,In-store
7275,609,62,125,2024-09-19,1,12.63,217000.0,Cash,8.84,N,2024,Online
15572,1228,1266,638,2024-04-27,2,180.88,6298800.0,Gift Card,7.67,N,2024,In-store
11952,2330,542,688,2017-12-11,1,81.29,1428600.0000000002,Mobile Pay,6.8,N,2017,Online
12829,89,718,661,2019-12-18,1,4.96,82800.0,Credit Card,11.52,N,2019,Online
6392,603,68,179,2020-06-22,4,66.94,4930200.0,Cash,2.36,N,2020,In-store
11227,1774,397,655,2025-03-01,2,8.93,336800.0,Credit Card,0.0,N,2025,Online
1575,46,88,1,2023-06-26,5,52.89,4138200.0,Cash,17.02,N,2023,Online
13945,1819,941,661,2024-12-05,1,4.96,84800.0,Cash,9.35,N,2024,In-store
725,2408,5,125,2023-11-15,4,104.98,6569600.0,Mobile Pay,17.04,N,2023,In-store
12829,89,718,661,2019-12-18,1,4.96,82800.0,Credit Card,11.52,N,2019,Online
12535,2258,659,704,2018-10-20,1,227.45,3891800.0,Gift Card,9.27,N,2018,Online
9892,1301,19,1,2017-11-29,5,61.84,4845600.0,Mobile Pay,16.9,N,2017,Online
10682,1829,288,690,2019-03-07,1,210.56,3414400.0,Credit Card,14.01,N,2019,Online
12887,2136,729,721,2019-11-21,2,264.04,9057200.0,Mobile Pay,9.05,N,2019,Online
7873,525,66,135,2024-02-01,5,54.72,5017200.0,Mobile Pay,2.76,N,2024,In-store
4937,1031,113,124,2020-02-22,2,19.57,611600.0,Gift Card,17.15,N,2020,In-store
16016,1927,1355,9,2020-10-25,2,11.98,417600.0,Credit Card,7.58,N,2020,Online
10463,552,244,675,2025-05-19,2,159.27,5767800.0,Credit Card,3.98,N,2025,In-store
14310,2028,1014,724,2017-12-20,1,67.87,1279800.0,Credit Card,0.0,N,2017,In-store
15105,492,1173,671,2019-05-04,1,0.99,15200.0,Credit Card,18.34,N,2019,Online
15837,2386,1319,709,2019-07-14,3,0.99,50199.99999999999,Mobile Pay,10.54,N,2019,Online
7880,2404,88,8,2024-03-13,5,18.78,1419800.0,Mobile Pay,19.82,N,2024,In-store
4539,1603,16,9,2021-08-19,3,48.72,2720200.0,Mobile Pay,1.31,N,2021,Online
14092,1067,970,672,2018-05-17,3,78.77,4237000.0,Cash,4.92,N,2018,Online
10050,2349,119,6,2021-07-31,2,86.44,2967400.0,Credit Card,8.98,N,2021,Online
6550,2029,95,6,2023-11-22,5,112.47,8670400.0,Gift Card,18.24,N,2023,Online
15616,1229,1275,639,2022-06-30,2,383.13,12528200.0,Gift Card,13.3,N,2022,In-store
10320,633,216,636,2022-02-27,2,76.63,2779800.0,Credit Card,3.82,N,2022,In-store
3389,2378,60,4,2018-09-19,5,109.81,9349600.0,Gift Card,9.7,N,2018,In-store
14682,1864,1088,639,2022-06-23,4,383.13,27513000.0,Gift Card,4.8,N,2022,In-store
13698,1369,891,639,2018-05-24,2,383.13,12924000.0,Gift Card,10.56,N,2018,Online
12347,46,621,674,2024-08-14,1,116.43,2195600.0,Mobile Pay,0.0,N,2024,In-store
11433,1248,438,725,2024-01-30,4,16.47,1139400.0,Mobile Pay,8.29,N,2024,Online
12653,1027,682,665,2018-11-05,2,89.98,3057400.0,Credit Card,9.91,N,2018,In-store
14025,1048,957,664,2023-08-09,1,180.77,3187799.9999999995,Gift Card,6.49,N,2023,Online
11055,1106,363,676,2019-04-18,1,0.99,17200.0,Gift Card,8.36,N,2019,Online
1135,1046,112,6,2018-02-04,5,13.92,1094800.0,Mobile Pay,16.58,N,2018,Online
11083,317,368,704,2023-07-06,2,227.45,7970200.0,Credit Card,7.09,N,2023,In-store
16217,519,1395,683,2024-09-22,1,76.54,1245000.0,Mobile Pay,13.75,N,2024,In-store
7053,1854,26,10,2018-06-17,5,144.66,11349800.0,Cash,16.79,N,2018,In-store
11227,1774,397,655,2025-03-01,2,8.93,336800.0,Credit Card,0.0,N,2025,Online
15739,428,1300,698,2019-11-19,3,51.44,2661000.0,Mobile Pay,8.56,N,2019,Online
3573,1006,95,6,2023-01-13,1,14.11,223000.0,Mobile Pay,16.26,N,2023,Online
11022,1337,356,721,2017-10-14,3,264.04,14688200.0,Mobile Pay,1.67,N,2017,In-store
10682,1829,288,690,2019-03-07,1,210.56,3414400.0,Credit Card,14.01,N,2019,Online
3872,1538,75,9,2020-02-07,5,107.24,9503800.0,Credit Card,6.01,N,2020,In-store
643,68,9,3,2019-05-15,3,66.02,3315200.0,Credit Card,11.24,N,2019,In-store
11630,821,478,700,2024-02-14,2,0.99,36000.0,Gift Card,3.65,N,2024,Online
584,841,40,178,2022-04-27,3,77.18,3970400.0,Mobile Pay,9.07,N,2022,Online
10695,128,291,639,2023-05-27,1,383.13,7188200.000000001,Mobile Pay,0.51,N,2023,In-store
5562,340,96,183,2021-06-10,2,41.2,1248200.0,Cash,19.67,N,2021,In-store
15319,1096,1216,7,2019-06-23,4,8.44,598600.0,Gift Card,5.99,N,2019,In-store
14193,1028,990,701,2020-12-21,4,131.18,9266800.0,Mobile Pay,6.35,N,2020,In-store
16432,1367,1438,710,2021-07-09,2,772.69,27364800.0,Mobile Pay,6.1,N,2021,In-store
15206,525,1193,648,2021-07-01,1,4.18,59400.00000000001,Cash,24.56,N,2021,In-store
13831,2142,918,710,2018-11-08,2,772.69,26974400.0,Cash,7.44,N,2018,Online
1854,1524,84,10,2018-07-14,1,69.34,1079600.0,Cash,17.44,N,2018,In-store
11146,297,381,666,2021-09-07,3,0.99,53000.0,Mobile Pay,5.55,N,2021,In-store
15479,1911,1248,687,2025-01-09,3,308.79,15408000.0,Cash,11.8,N,2025,Online
3988,2048,3,1,2024-10-12,5,8.11,625000.0,Gift Card,18.27,N,2024,Online
14128,1048,977,724,2020-01-21,3,67.87,3354200.0,Mobile Pay,12.64,N,2020,In-store
15219,390,1196,692,2022-02-21,4,0.99,64800.00000000001,Gift Card,13.19,N,2022,Online
9613,2040,108,6,2018-11-13,2,47.12,1497800.0,Mobile Pay,15.72,N,2018,In-store
13962,138,944,703,2021-04-11,2,314.24,10038400.0,Credit Card,15.3,N,2021,In-store
6842,423,10,10,2019-05-08,1,132.22,2279200.0,Mobile Pay,8.59,N,2019,Online
4605,1314,78,8,2025-01-17,2,123.57,3868400.0,Mobile Pay,17.0,N,2025,In-store
2924,2267,100,178,2019-03-12,3,136.72,6318600.0,Mobile Pay,18.31,N,2019,Online
12959,445,744,684,2019-12-18,2,13.14,389800.0,Mobile Pay,21.35,N,2019,In-store
8316,860,74,5,2024-03-08,5,27.36,2546200.0,Gift Card,1.3,N,2024,Online
13179,108,788,707,2022-06-05,2,460.85,13529600.0,Mobile Pay,22.16,N,2022,In-store
10396,2477,231,625,2023-11-05,1,0.99,17200.0,Mobile Pay,8.34,N,2023,In-store
13274,1199,807,674,2024-06-30,3,116.43,5508600.0,Mobile Pay,16.37,N,2024,In-store
13353,1884,822,641,2022-05-16,4,263.86,16042000.0,Credit Card,19.4,N,2022,Online
16421,2136,1436,669,2024-04-18,4,179.27,12478599.999999998,Cash,7.72,N,2024,Online
16165,538,1385,4,2023-09-28,4,2.44,184000.0,Gift Card,0.0,N,2023,Online
643,68,9,3,2019-05-15,3,66.02,3315200.0,Credit Card,11.24,N,2019,In-store
10682,1829,288,690,2019-03-07,1,210.56,3414400.0,Credit Card,14.01,N,2019,Online
16389,2131,1430,647,2022-11-26,2,1.24,42800.0,Credit Card,8.46,N,2022,In-store
12676,696,687,661,2023-10-13,4,4.96,320800.0,Gift Card,14.27,N,2023,In-store
1747,206,116,4,2018-06-10,1,39.69,739200.0,Cash,1.23,Y,2018,In-store
16299,2369,1412,674,2019-07-27,2,116.43,3885800.0,Gift Card,11.51,N,2019,Online
14011,2372,954,682,2024-06-12,1,210.33,3781600.000000001,Gift Card,4.66,N,2024,In-store
12072,655,566,714,2020-08-06,2,408.93,12816600.0,Credit Card,16.9,N,2020,Online
10320,633,216,636,2022-02-27,2,76.63,2779800.0,Credit Card,3.82,N,2022,In-store
3630,696,39,10,2021-10-07,1,46.15,778600.0,Gift Card,10.53,N,2021,Online
6002,1959,27,124,2021-03-01,1,112.53,1971400.0,Mobile Pay,7.1,N,2021,Online
6392,603,68,179,2020-06-22,4,66.94,4930200.0,Cash,2.36,N,2020,In-store
10688,2372,289,3,2023-05-02,3,2.0,95200.0,Mobile Pay,15.77,N,2023,In-store
13064,111,765,628,2019-06-03,2,0.99,32800.0,Credit Card,12.35,N,2019,In-store
8745,2022,26,135,2023-08-14,5,43.69,3444800.0,Mobile Pay,16.38,N,2023,Online
16447,2445,1441,712,2020-06-21,4,278.69,17641800.0,Mobile Pay,16.08,N,2020,Online
11203,25,392,665,2022-04-04,3,89.98,4524400.0,Cash,11.12,N,2022,Online
15751,1623,1302,659,2017-08-13,1,9.45,169800.0,Mobile Pay,4.78,N,2017,In-store
968,1958,15,183,2022-08-17,2,105.71,3306800.0,Cash,17.06,N,2022,In-store
4493,1799,113,2,2022-02-25,2,135.53,4271400.0,Cash,16.44,N,2022,In-store
12875,1096,727,670,2025-01-25,3,277.19,14110400.0,Cash,10.02,N,2025,Online
9501,37,2,125,2024-11-14,2,110.05,3725200.0,Gift Card,10.25,N,2024,In-store
1790,818,87,178,2017-11-03,3,109.28,5681600.0,Cash,8.1,N,2017,Online
15642,1203,1280,7,2023-07-31,3,8.44,426200.0,Gift Card,10.74,N,2023,In-store
10447,1405,241,7,2021-02-06,1,8.44,155200.0,Credit Card,2.49,N,2021,Online
1270,1135,41,1,2025-02-01,4,5.8,374400.0,Mobile Pay,14.43,N,2025,In-store
5070,620,39,2,2023-10-02,3,140.07,7020000.0,Credit Card,11.41,N,2023,Online
3033,922,101,125,2024-06-28,2,126.65,4108000.0,Mobile Pay,14.0,N,2024,In-store
11196,703,391,179,2023-03-07,2,33.48,1123400.0,Mobile Pay,11.04,N,2023,Online
10793,1805,310,629,2020-11-27,4,0.99,66200.0,Cash,11.43,N,2020,Online
7956,293,82,125,2024-05-07,1,4.94,77600.0,Cash,16.69,N,2024,Online
8912,1302,68,178,2020-08-25,1,67.67,1116800.0,Mobile Pay,12.48,N,2020,Online
15798,1880,1311,700,2023-11-10,2,0.99,37400.0,Credit Card,0.23,N,2023,In-store
16357,811,1423,696,2023-11-09,1,197.17,3485200.0,Mobile Pay,6.27,N,2023,Online
13148,1313,781,726,2024-10-18,2,10.72,366200.0,Gift Card,9.41,N,2024,Online
16454,171,1443,124,2022-07-21,2,499.0,16469600.0,Cash,12.49,N,2022,Online
14669,392,1086,716,2020-03-15,2,156.22,5188400.0,Cash,11.94,N,2020,In-store
5324,1815,89,1,2025-02-12,3,66.61,3696000.0,Mobile Pay,1.92,N,2025,Online
3695,477,59,179,2022-07-21,5,105.67,8711200.0,Cash,12.57,N,2022,In-store
10463,552,244,675,2025-05-19,2,159.27,5767800.0,Credit Card,3.98,N,2025,In-store
15733,564,1298,699,2017-11-02,1,72.57,1227000.0,Cash,10.34,N,2017,In-store
10639,92,280,677,2020-04-30,2,70.66,2235200.0,Credit Card,16.13,N,2020,Online
968,1958,15,183,2022-08-17,2,105.71,3306800.0,Cash,17.06,N,2022,In-store
15751,1623,1302,659,2017-08-13,1,9.45,169800.0,Mobile Pay,4.78,N,2017,In-store
10157,1979,105,125,2018-02-10,4,8.04,492600.0,Cash,18.77,N,2018,Online
3641,1736,51,7,2022-05-11,5,46.8,3963600.0,Mobile Pay,10.18,N,2022,In-store
7275,609,62,125,2024-09-19,1,12.63,217000.0,Cash,8.84,N,2024,Online
2214,2249,106,125,2018-08-18,2,49.67,1828400.0,Cash,2.4,N,2018,In-store
10447,1405,241,7,2021-02-06,1,8.44,155200.0,Credit Card,2.49,N,2021,Online
3192,1687,32,5,2020-02-13,2,40.16,1381000.0,Mobile Pay,8.83,N,2020,Online
9724,2142,58,179,2024-08-14,4,102.64,7541799.999999999,Gift Card,2.59,N,2024,Online
15961,714,1344,686,2017-10-11,2,46.21,1636399.9999999998,Mobile Pay,6.1,N,2017,In-store
15628,1741,1277,643,2018-01-20,1,11.46,180600.0,Credit Card,16.39,N,2018,Online
3127,2152,61,124,2020-03-12,4,60.6,4103200.0,Credit Card,10.24,N,2020,Online
11570,1675,466,699,2023-10-29,4,72.57,4805800.0,Credit Card,12.21,N,2023,In-store
14314,200,1015,656,2021-12-11,4,11.04,683199.9999999999,Mobile Pay,17.95,N,2021,Online
12087,1282,569,647,2020-06-24,1,1.24,23000.0,Gift Card,1.29,N,2020,In-store
14744,939,1101,672,2022-02-12,3,78.77,3851600.000000001,Credit Card,13.57,N,2022,In-store
8912,1302,68,178,2020-08-25,1,67.67,1116800.0,Mobile Pay,12.48,N,2020,Online
8929,147,35,1,2021-08-02,3,110.89,5392000.0,Mobile Pay,14.05,N,2021,Online
13074,2258,767,724,2018-01-08,1,67.87,1206000.0,Mobile Pay,5.77,N,2018,In-store
7956,293,82,125,2024-05-07,1,4.94,77600.0,Cash,16.69,N,2024,Online
13950,898,942,645,2023-12-20,3,7.92,421000.0,Cash,6.02,N,2023,In-store
15616,1229,1275,639,2022-06-30,2,383.13,12528200.0,Gift Card,13.3,N,2022,In-store
1648,944,28,179,2022-05-30,3,78.2,4075400.0,Credit Card,7.88,N,2022,Online
11280,192,408,692,2024-10-06,1,0.99,16600.0,Credit Card,11.46,N,2024,Online
15739,428,1300,698,2019-11-19,3,51.44,2661000.0,Mobile Pay,8.56,N,2019,Online
12559,698,664,10,2023-09-07,2,2.96,111400.0,Mobile Pay,0.13,N,2023,Online
9474,1361,35,179,2021-02-26,4,12.57,919400.0,Mobile Pay,3.05,N,2021,In-store
10964,1197,345,680,2020-10-23,1,212.08,3553399.9999999995,Cash,11.15,N,2020,In-store
8912,1302,68,178,2020-08-25,1,67.67,1116800.0,Mobile Pay,12.48,N,2020,Online
14193,1028,990,701,2020-12-21,4,131.18,9266800.0,Mobile Pay,6.35,N,2020,In-store
10313,1663,214,634,2022-03-28,1,0.99,17600.0,Gift Card,6.36,N,2022,In-store
5324,1815,89,1,2025-02-12,3,66.61,3696000.0,Mobile Pay,1.92,N,2025,Online
9073,197,120,179,2020-02-09,5,71.93,6504000.0,Gift Card,4.1,N,2020,In-store
13559,511,864,629,2022-05-04,1,0.99,16400.0,Cash,11.98,N,2022,In-store
16317,1995,1415,673,2024-11-09,2,23.24,844400.0,Credit Card,3.65,N,2024,Online
12919,566,736,124,2019-02-04,4,499.0,33353200.0,Credit Card,11.39,N,2019,Online
12385,502,629,710,2024-08-07,1,772.69,13035600.0,Cash,10.54,N,2024,Online
12833,1043,718,655,2020-05-01,1,8.93,154400.0,Cash,8.28,N,2020,Online
8370,336,18,183,2021-07-17,4,121.9,8648000.0,Cash,5.95,N,2021,In-store
12908,1929,733,691,2019-06-14,1,178.66,3069600.0,Mobile Pay,8.89,N,2019,In-store
12347,46,621,674,2024-08-14,1,116.43,2195600.0,Mobile Pay,0.0,N,2024,In-store
11883,2321,528,10,2018-07-10,2,2.96,100400.0,Credit Card,10.07,N,2018,Online
16447,2445,1441,712,2020-06-21,4,278.69,17641800.0,Mobile Pay,16.08,N,2020,Online
5070,620,39,2,2023-10-02,3,140.07,7020000.0,Credit Card,11.41,N,2023,Online
15644,1663,1281,716,2024-06-01,1,156.22,2689800.0,Gift Card,8.69,N,2024,In-store
12993,45,750,645,2024-05-11,2,7.92,250800.0,Gift Card,16.04,N,2024,In-store
14043,35,960,124,2021-02-05,2,499.0,14117000.0,Credit Card,24.99,N,2021,In-store
13458,1961,843,675,2017-11-30,2,159.27,5582800.0,Mobile Pay,7.06,N,2017,Online
13969,1354,946,4,2024-04-03,2,2.44,88600.0,Gift Card,3.74,N,2024,In-store
11891,1283,530,8,2022-06-05,1,4.48,67600.0,Mobile Pay,19.8,N,2022,Online
15700,507,1292,708,2020-04-29,1,496.76,8640000.0,Gift Card,7.77,N,2020,In-store
13962,138,944,703,2021-04-11,2,314.24,10038400.0,Credit Card,15.3,N,2021,In-store
3419,362,89,8,2025-02-19,3,109.48,5402800.0,Cash,12.77,N,2025,Online
11196,703,391,179,2023-03-07,2,33.48,1123400.0,Mobile Pay,11.04,N,2023,Online
13444,1322,841,650,2023-07-29,1,6.83,115400.0,Credit Card,10.35,N,2023,Online
16347,2361,1421,684,2025-05-06,1,13.14,241800.0,Gift Card,2.42,N,2025,In-store
7956,293,82,125,2024-05-07,1,4.94,77600.0,Cash,16.69,N,2024,Online
9910,1067,75,4,2020-12-11,4,88.72,5436200.0,Mobile Pay,18.77,N,2020,In-store
14412,640,1034,651,2022-08-10,1,5.79,104000.0,Cash,4.59,N,2022,Online
9204,2233,95,10,2020-04-16,4,81.76,5363800.0,Mobile Pay,13.03,N,2020,Online
11142,1913,380,714,2025-06-12,2,408.93,13171400.000000002,Credit Card,14.6,N,2025,Online
16078,1639,1367,660,2020-03-18,3,0.99,46600.0,Mobile Pay,16.9,N,2020,Online
9474,1361,35,179,2021-02-26,4,12.57,919400.0,Mobile Pay,3.05,N,2021,In-store
6842,423,10,10,2019-05-08,1,132.22,2279200.0,Mobile Pay,8.59,N,2019,Online
13557,1399,863,665,2023-04-07,2,89.98,2813399.9999999995,Credit Card,17.1,N,2023,Online
14749,223,1102,4,2020-09-19,1,2.44,42200.0,Gift Card,8.33,N,2020,Online
3300,111,84,125,2017-10-19,4,125.14,7741400.0,Cash,17.99,N,2017,Online
2920,1025,46,4,2021-09-01,5,101.53,8763200.0,Mobile Pay,8.46,N,2021,In-store
2088,1043,94,5,2025-04-02,5,93.24,8035599.999999999,Cash,8.6,N,2025,In-store
12260,1061,604,642,2018-10-24,1,254.77,4639600.0,Gift Card,3.43,N,2018,In-store
14314,200,1015,656,2021-12-11,4,11.04,683199.9999999999,Mobile Pay,17.95,N,2021,Online
15924,821,1337,659,2017-11-01,1,9.45,155200.0,Mobile Pay,12.93,N,2017,Online
13484,511,849,648,2024-06-04,1,4.18,64000.0,Cash,18.82,N,2024,In-store
12998,1684,751,669,2022-10-28,1,179.27,3380600.0,Gift Card,0.0,N,2022,Online
12872,1105,726,629,2024-12-24,1,0.99,17000.0,Cash,9.06,N,2024,In-store
10710,614,294,681,2020-07-24,2,186.32,6706000.0,Mobile Pay,4.57,N,2020,Online
79,1624,55,2,2019-09-22,3,90.12,4380200.0,Gift Card,14.09,N,2019,Online
12880,325,728,652,2020-01-01,3,5.16,234200.00000000003,Credit Card,19.78,N,2020,Online
1493,994,107,178,2024-05-21,3,45.62,2398000.0,Credit Card,7.09,N,2024,Online
9325,1701,102,7,2023-08-20,2,104.33,3809000.0,Credit Card,3.2,N,2023,Online
16224,1436,1397,649,2020-09-03,2,6.26,203000.0,Credit Card,14.06,N,2020,In-store
11280,192,408,692,2024-10-06,1,0.99,16600.0,Credit Card,11.46,Y,2024,Online
13074,2258,767,724,2018-01-08,1,67.87,1206000.0,Mobile Pay,5.77,N,2018,In-store
12750,1597,702,723,2022-01-09,1,0.99,18000.0,Mobile Pay,3.82,N,2022,Online
14977,1637,1147,726,2023-12-16,3,10.72,587600.0,Mobile Pay,3.1,N,2023,In-store
7956,293,82,125,2024-05-07,1,4.94,77600.0,Cash,16.69,N,2024,Online
16432,1367,1438,710,2021-07-09,2,772.69,27364800.0,Mobile Pay,6.1,N,2021,In-store
12822,1289,716,644,2018-07-15,1,7.72,131200.0,Gift Card,9.79,Y,2018,Online
15013,1327,1154,712,2022-03-23,2,278.69,8465600.0,Mobile Pay,19.46,N,2022,Online
7956,293,82,125,2024-05-07,1,4.94,77600.0,Cash,16.69,N,2024,Online
15076,434,1167,674,2024-05-08,4,116.43,7288600.0,Mobile Pay,17.01,N,2024,Online
8782,718,48,5,2019-12-29,1,145.13,2681600.0000000005,Cash,2.02,N,2019,Online
3098,276,18,7,2021-03-01,4,138.18,10170800.0,Credit Card,2.42,N,2021,Online
6845,897,81,124,2019-02-08,5,142.73,11070600.0,Credit Card,17.74,N,2019,In-store
4605,1314,78,8,2025-01-17,2,123.57,3868400.0,Mobile Pay,17.0,N,2025,In-store
436,2460,48,4,2020-12-14,3,149.4,8151200.0,Mobile Pay,3.56,N,2020,In-store
10941,957,340,623,2019-06-01,1,52.68,866400.0,Cash,12.8,N,2019,In-store
13550,2396,862,633,2018-03-03,3,335.23,15077200.0,Gift Card,20.5,N,2018,Online
13798,1926,911,646,2017-11-29,3,8.22,437600.0,Cash,5.9,N,2017,In-store
12967,17,745,670,2021-04-27,1,277.19,4746400.0,Cash,9.2,N,2021,Online
12269,36,606,634,2024-02-03,4,0.99,69400.0,Mobile Pay,7.19,N,2024,In-store
12831,707,718,643,2025-03-11,1,11.46,183400.0,Credit Card,15.13,N,2025,Online
14193,1028,990,701,2020-12-21,4,131.18,9266800.0,Mobile Pay,6.35,N,2020,In-store
12959,445,744,684,2019-12-18,2,13.14,389800.0,Mobile Pay,21.35,N,2019,In-store
11830,309,518,640,2021-12-01,3,0.99,53200.0,Gift Card,5.03,N,2021,Online
12982,2221,748,686,2018-12-05,4,46.21,3284200.0,Cash,5.78,N,2018,Online
14691,196,1090,690,2025-04-01,2,210.56,7426799.999999999,Gift Card,6.48,N,2025,Online
8531,946,92,8,2020-05-05,4,4.66,295600.0,Gift Card,15.9,N,2020,In-store
10320,633,216,636,2022-02-27,2,76.63,2779800.0,Credit Card,3.82,N,2022,In-store
13608,613,873,1,2020-08-03,1,10.47,185600.0,Mobile Pay,6.03,N,2020,In-store
11433,1248,438,725,2024-01-30,4,16.47,1139400.0,Mobile Pay,8.29,N,2024,Online
6154,1006,90,7,2022-01-29,2,139.83,4510600.0,Cash,14.47,N,2022,Online
12919,566,736,124,2019-02-04,4,499.0,33353200.0,Credit Card,11.39,N,2019,Online
6670,1282,36,178,2020-01-27,2,62.16,1970200.0,Cash,15.96,N,2020,Online
15884,1645,1329,643,2019-09-04,1,11.46,206800.0,Mobile Pay,4.31,N,2019,Online
10763,421,304,673,2018-05-10,4,23.24,1753000.0,Credit Card,0.0,N,2018,Online
15566,502,1265,720,2021-10-23,1,702.91,12330200.0,Mobile Pay,6.98,N,2021,Online
3695,477,59,179,2022-07-21,5,105.67,8711200.0,Cash,12.57,N,2022,In-store
4907,1018,71,9,2020-07-04,2,71.12,2567400.0,Mobile Pay,4.29,N,2020,Online
15985,89,1349,705,2023-02-21,1,424.45,7660000.0,Credit Card,4.3,N,2023,Online
12711,2349,694,125,2021-05-28,1,214.0,3582400.0,Gift Card,11.23,N,2021,Online
15842,1786,1320,719,2022-10-26,3,10.41,574400.0,Mobile Pay,2.47,N,2022,Online
16217,519,1395,683,2024-09-22,1,76.54,1245000.0,Mobile Pay,13.75,N,2024,In-store
13932,693,938,677,2019-06-19,2,70.66,2416200.0,Cash,9.33,N,2019,In-store
8370,336,18,183,2021-07-17,4,121.9,8648000.0,Cash,5.95,N,2021,In-store
6642,567,102,135,2021-10-13,5,74.83,5807400.0,Gift Card,17.69,N,2021,Online
4393,794,62,125,2025-07-20,2,100.1,3502400.0,Credit Card,7.23,N,2025,In-store
12423,1540,636,682,2021-03-05,1,210.33,3929000.0,Mobile Pay,0.94,N,2021,In-store
14441,648,1040,679,2024-11-26,1,140.57,2522000.0,Cash,4.86,N,2024,Online
8370,336,18,183,2021-07-17,4,121.9,8648000.0,Cash,5.95,N,2021,In-store
12868,243,725,634,2020-10-03,1,0.99,18600.0,Cash,0.0,N,2020,Online
3768,558,25,10,2021-08-26,1,27.96,500600.0,Cash,5.06,N,2021,In-store
12187,1797,589,656,2023-04-19,4,11.04,735000.0,Gift Card,11.73,N,2023,Online
5115,412,59,135,2019-01-13,4,36.67,2645000.0,Mobile Pay,4.38,N,2019,Online
15283,370,1208,637,2022-12-01,1,66.08,1017800.0,Gift Card,18.33,N,2022,Online
16317,1995,1415,673,2024-11-09,2,23.24,844400.0,Credit Card,3.65,N,2024,Online
6842,423,10,10,2019-05-08,1,132.22,2279200.0,Mobile Pay,8.59,N,2019,Online
16560,2110,1464,725,2025-04-25,1,16.47,308600.0,Mobile Pay,0.68,N,2025,In-store
12872,1105,726,629,2024-12-24,1,0.99,17000.0,Cash,9.06,N,2024,In-store
