CustomerID,Gender,Age,HouseholdSize,AnnualIncome,EmploymentStatus,OwnsHome,City,State
14827,Female,70,2,75000,Retired,No,Tucson,Arizona
18708,Female,38,4,116800,Employed,No,Chicago,Illinois
5165,Female,50,4,101200,Employed,Yes,Winston-Salem,North Carolina
4861,Female,78,5,61100,Retired,Yes,Anaheim,California
2881,Male,44,1,66100,Employed,No,Chicago,Illinois
19792,Male,34,5,45000,Employed,No,Ann Arbor,Michigan
4793,Female,70,2,47600,Retired,Yes,Hialeah,Florida
12982,Female,29,4,92400,Employed,Yes,Houston,Texas
4872,Male,63,5,65000,Employed,No,Riverside,California
5735,Male,57,5,67300,Employed,Yes,Tempe,Arizona
12862,Male,46,5,107700,Employed,Yes,Greensboro,North Carolina
24649,Female,29,1,48100,Employed,No,Cleveland,Ohio
12210,Female,34,2,45000,Employed,No,Columbus,Ohio
18307,Female,59,2,45000,Employed,No,Scottsdale,Arizona
10484,Female,65,1,64100,Retired,Yes,Hialeah,Florida
10414,Female,70,2,68700,Employed,No,Glendale,Arizona
1929,Female,38,4,147600,Employed,No,Los Angeles,California
8200,Female,69,2,75000,Retired,No,Raleigh,North Carolina
3283,Female,20,3,23200,Student,Yes,Miami,Florida
762,Female,37,3,45000,Employed,Yes,Charlotte,North Carolina
15325,Female,61,2,86100,Employed,No,Greensboro,North Carolina
7550,Female,56,4,45000,Employed,Yes,Cincinnati,Ohio
13954,Female,33,4,60600,Employed,No,Tucson,Arizona
8711,Male,73,5,75000,Retired,Yes,Augusta,Georgia
1290,Male,36,3,63900,Employed,No,Atlanta,Georgia
8011,Female,51,1,101700,Employed,No,Mesa,Arizona
3,Male,42,3,55900,Employed,No,Chicago,Illinois
6640,Male,51,4,76500,Employed,Yes,Naperville,Illinois
20853,Male,62,2,112600,Employed,No,Winston-Salem,North Carolina
24959,Male,66,3,75000,Retired,No,Greensboro,North Carolina
10961,Female,34,3,87500,Employed,No,Atlanta,Georgia
21787,Male,65,1,69200,Retired,No,Naperville,Illinois
24924,Female,33,2,77900,Employed,Yes,Columbus,Ohio
25520,Female,78,5,75000,Retired,Yes,Charlotte,North Carolina
26122,Female,21,4,11000,Student,Yes,Jacksonville,Florida
10634,Male,30,3,45000,Employed,No,Mesa,Arizona
12930,Male,64,5,75000,Retired,Yes,Toledo,Ohio
28047,Male,26,3,45000,Employed,No,Grand Rapids,Michigan
8035,Female,18,5,82900,Employed,Yes,Greensboro,North Carolina
26238,Male,40,5,86100,Employed,Yes,Raleigh,North Carolina
20001,Female,34,2,45000,Employed,No,Oakland,California
21255,Female,23,2,21800,Student,Yes,Savannah,Georgia
17142,Female,36,3,71300,Employed,No,Macon,Georgia
19626,Female,29,5,45000,Employed,No,Pittsburgh,Pennsylvania
20760,Female,36,1,71700,Employed,No,Riverside,California
25363,Male,53,5,89100,Employed,No,Los Angeles,California
5241,Female,58,3,107100,Employed,Yes,Long Beach,California
15430,Female,25,3,13900,Student,No,Hialeah,Florida
29171,Male,77,2,64200,Retired,Yes,Houston,Texas
6469,Male,51,2,101500,Employed,No,Tampa,Florida
15062,Male,42,3,85100,Employed,Yes,Columbus,Ohio
11979,Female,66,2,75000,Retired,Yes,Allentown,Pennsylvania
15322,Female,31,4,80900,Employed,Yes,Greensboro,North Carolina
28629,Female,26,1,11700,Student,Yes,Dayton,Ohio
15905,Female,52,1,64800,Employed,No,Oakland,California
2492,Male,18,1,9500,Unemployed,No,Atlanta,Georgia
14096,Male,21,1,10500,Student,No,Joliet,Illinois
10049,Male,66,3,54300,Retired,Yes,Rockford,Illinois
4889,Female,62,1,58900,Retired,No,Tucson,Arizona
11727,Male,28,4,90700,Employed,No,Los Angeles,California
9639,Male,71,3,74000,Retired,No,Phoenix,Arizona
135,Male,40,2,100800,Employed,No,Columbus,Ohio
23142,Female,28,5,45000,Employed,No,Gilbert,Arizona
21319,Male,54,4,24800,Unemployed,Yes,Orlando,Florida
17064,Female,65,4,66500,Retired,Yes,Akron,Ohio
13813,Female,60,5,45000,Employed,No,Augusta,Georgia
23464,Male,50,1,67200,Employed,Yes,Aurora,Illinois
15014,Male,46,2,80400,Employed,Yes,Columbus,Ohio
19539,Female,55,3,76500,Employed,No,Grand Rapids,Michigan
13815,Female,19,2,24000,Student,No,Allentown,Pennsylvania
7875,Female,72,5,61200,Retired,No,Charlotte,North Carolina
29776,Male,44,1,45000,Employed,No,Durham,North Carolina
14446,Male,28,2,49800,Employed,No,Aurora,Illinois
20847,Male,54,2,54900,Employed,No,Joliet,Illinois
16445,Male,68,3,41700,Retired,Yes,Bakersfield,California
24937,Female,42,1,45000,Employed,No,Macon,Georgia
26081,Male,24,2,217100,Employed,Yes,Bakersfield,California
1542,Male,34,5,71300,Employed,No,Los Angeles,California
1675,Male,18,4,98300,Employed,No,Columbus,Ohio
14874,Male,43,5,45000,Employed,Yes,Rockford,Illinois
24528,Female,22,3,10900,Student,Yes,Raleigh,North Carolina
13486,Male,79,3,75000,Retired,Yes,Savannah,Georgia
4297,Female,55,2,106000,Employed,No,Aurora,Illinois
10545,Female,25,1,17100,Student,Yes,Dayton,Ohio
2880,Male,60,3,119000,Employed,Yes,Winston-Salem,North Carolina
14738,Male,47,2,132900,Employed,Yes,Cleveland,Ohio
18182,Male,46,3,57300,Employed,No,Chicago,Illinois
11900,Female,72,2,56100,Employed,Yes,Columbus,Ohio
7980,Male,45,3,13700,Unemployed,No,Ann Arbor,Michigan
9739,Male,51,3,109500,Employed,No,Warren,Michigan
14885,Male,26,5,14300,Student,Yes,Raleigh,North Carolina
24354,Female,31,5,23200,Unemployed,No,Warren,Michigan
20757,Female,74,3,59000,Employed,Yes,El Paso,Texas
27202,Female,61,2,23600,Unemployed,Yes,Grand Rapids,Michigan
10553,Female,20,1,10800,Student,No,Macon,Georgia
13915,Female,78,3,55000,Retired,Yes,Naperville,Illinois
1663,Female,24,2,14700,Student,Yes,Chicago,Illinois
7505,Female,34,1,80000,Employed,Yes,Tucson,Arizona
18442,Female,66,3,67700,Employed,Yes,Glendale,Arizona
18199,Male,70,5,75000,Retired,Yes,Raleigh,North Carolina
4428,Male,33,2,69700,Employed,Yes,Akron,Ohio
23082,Male,55,5,15700,Unemployed,No,Rockford,Illinois
21956,Female,61,1,13900,Unemployed,Yes,Lansing,Michigan
24964,Male,37,4,11000,Unemployed,No,Joliet,Illinois
17212,Female,75,2,81200,Employed,Yes,Ann Arbor,Michigan
10975,Female,19,2,23500,Student,No,Winston-Salem,North Carolina
20654,Male,42,2,60700,Employed,Yes,Naperville,Illinois
1085,Female,32,5,51700,Employed,No,Philadelphia,Pennsylvania
8633,Male,23,2,45000,Employed,Yes,Macon,Georgia
28552,Male,25,5,23600,Student,Yes,Philadelphia,Pennsylvania
28349,Male,51,2,175100,Employed,Yes,Irvine,California
16591,Male,53,1,55000,Employed,Yes,Naperville,Illinois
10933,Female,49,1,179600,Employed,Yes,Warren,Michigan
14894,Female,31,4,93600,Employed,Yes,Flint,Michigan
28523,Female,66,4,93600,Employed,Yes,Joliet,Illinois
25235,Male,36,3,63900,Employed,No,Atlanta,Georgia
4892,Male,24,5,22100,Student,No,Miami,Florida
5942,Male,18,1,11100,Student,Yes,Gilbert,Arizona
17185,Female,51,1,45000,Employed,No,San Diego,California
3098,Female,23,3,12700,Student,Yes,Rockford,Illinois
28246,Female,37,3,95200,Employed,Yes,Winston-Salem,North Carolina
27916,Male,46,5,10900,Unemployed,No,Austin,Texas
23781,Female,31,1,53400,Employed,Yes,Aurora,Illinois
6654,Male,32,3,219100,Employed,Yes,Fort Lauderdale,Florida
5443,Female,25,1,17900,Student,Yes,Flint,Michigan
25603,Male,43,4,61600,Employed,No,Tallahassee,Florida
23297,Male,30,2,76600,Employed,No,Houston,Texas
14493,Female,45,1,82100,Employed,Yes,Augusta,Georgia
29040,Male,44,5,50000,Employed,No,Raleigh,North Carolina
19130,Male,44,1,45000,Employed,No,Mesa,Arizona
11678,Female,51,1,45000,Employed,No,Durham,North Carolina
8221,Male,79,1,75000,Retired,No,Miami,Florida
23231,Male,55,4,90600,Employed,Yes,Mesa,Arizona
19065,Male,26,2,86600,Employed,Yes,Tucson,Arizona
4121,Male,25,4,45000,Employed,No,Warren,Michigan
9441,Male,58,3,68100,Employed,No,Jacksonville,Florida
26869,Male,77,4,75000,Retired,No,Fort Lauderdale,Florida
4118,Male,49,2,100400,Employed,Yes,Bakersfield,California
4821,Male,60,5,45600,Employed,No,Savannah,Georgia
23137,Male,54,3,83300,Employed,No,Ann Arbor,Michigan
16672,Male,67,3,60100,Employed,No,San Antonio,Texas
12553,Male,46,1,100000,Employed,Yes,Long Beach,California
17222,Male,66,1,47900,Retired,Yes,Philadelphia,Pennsylvania
2775,Female,74,5,125100,Employed,No,Chicago,Illinois
11519,Female,23,5,23400,Student,No,Aurora,Illinois
4209,Male,57,4,72300,Employed,Yes,Winston-Salem,North Carolina
26911,Female,21,2,22900,Student,No,Macon,Georgia
27833,Male,34,4,45000,Employed,Yes,Naperville,Illinois
8763,Female,22,5,16300,Student,Yes,Akron,Ohio
16128,Male,23,2,45000,Employed,Yes,Grand Rapids,Michigan
2540,Female,73,1,75000,Retired,Yes,Grand Rapids,Michigan
5989,Female,47,2,82100,Employed,No,San Jose,California
16594,Female,23,1,24300,Student,No,Mesa,Arizona
18543,Female,62,4,75000,Retired,No,Detroit,Michigan
2905,Female,65,1,64100,Retired,Yes,Raleigh,North Carolina
8058,Female,49,2,53600,Employed,No,Joliet,Illinois
1133,Female,19,3,58400,Employed,No,Dallas,Texas
13225,Female,28,3,97100,Employed,No,Atlanta,Georgia
24614,Male,31,1,23800,Unemployed,No,Tempe,Arizona
18934,Male,59,1,48500,Employed,Yes,Scottsdale,Arizona
12965,Male,73,5,75000,Retired,Yes,Aurora,Illinois
8938,Male,61,5,109300,Employed,No,Chicago,Illinois
24022,Male,19,2,68900,Employed,No,Grand Rapids,Michigan
21274,Female,58,1,45000,Employed,Yes,Dayton,Ohio
15498,Female,72,5,61200,Retired,No,Savannah,Georgia
11731,Female,36,4,152600,Employed,Yes,Joliet,Illinois
13113,Male,43,2,45000,Employed,No,Phoenix,Arizona
8600,Female,37,4,86600,Employed,No,Columbus,Ohio
3805,Female,45,3,45000,Employed,No,Allentown,Pennsylvania
3068,Male,66,1,75000,Retired,Yes,Fort Lauderdale,Florida
13454,Male,36,2,64300,Employed,Yes,Rockford,Illinois
18924,Male,33,4,216100,Employed,No,Tucson,Arizona
2799,Male,71,4,75000,Retired,No,Naperville,Illinois
8709,Female,48,3,14500,Unemployed,Yes,Chicago,Illinois
6501,Male,72,4,70900,Retired,Yes,Lansing,Michigan
29800,Female,58,5,19100,Unemployed,No,Tampa,Florida
5508,Male,50,3,140100,Employed,Yes,Scottsdale,Arizona
14880,Male,19,4,22600,Student,No,Dayton,Ohio
1523,Male,66,2,71600,Retired,Yes,Charlotte,North Carolina
14263,Female,22,2,21600,Student,Yes,Aurora,Illinois
25469,Male,46,2,64400,Employed,Yes,Augusta,Georgia
11922,Male,53,1,55000,Employed,Yes,Irving,Texas
16244,Female,73,5,43100,Retired,Yes,Arlington,Texas
24681,Female,40,5,82400,Employed,No,Ann Arbor,Michigan
15479,Female,26,2,117100,Employed,No,Bakersfield,California
10692,Female,71,4,61500,Retired,Yes,Aurora,Illinois
11356,Male,38,4,85500,Employed,No,Greensboro,North Carolina
10406,Male,70,3,107000,Employed,Yes,Winston-Salem,North Carolina
6092,Female,40,1,64800,Employed,No,Greensboro,North Carolina
12765,Female,31,2,191300,Employed,No,Toledo,Ohio
26400,Female,78,3,64900,Retired,Yes,Long Beach,California
6165,Male,37,2,85800,Employed,No,Charlotte,North Carolina
22661,Female,58,4,71600,Employed,No,Philadelphia,Pennsylvania
24780,Male,30,3,45000,Employed,No,Orlando,Florida
13048,Female,52,5,63700,Employed,No,Charlotte,North Carolina
14929,Female,58,5,51200,Employed,No,Raleigh,North Carolina
28303,Female,25,1,74200,Employed,No,Joliet,Illinois
21033,Male,18,2,14900,Student,Yes,San Francisco,California
2075,Male,25,4,45000,Employed,No,Dallas,Texas
5552,Female,74,4,54700,Retired,Yes,Joliet,Illinois
346,Male,67,4,75000,Retired,Yes,Dallas,Texas
28040,Male,64,5,75000,Retired,No,Glendale,Arizona
25784,Female,45,2,128500,Employed,Yes,Joliet,Illinois
18570,Male,72,4,75000,Retired,Yes,Charlotte,North Carolina
2981,Male,54,3,22600,Unemployed,Yes,Ann Arbor,Michigan
1622,Female,59,3,61000,Employed,No,Chicago,Illinois
29194,Male,31,2,13600,Unemployed,Yes,Fresno,California
17823,Female,19,4,75300,Employed,Yes,Allentown,Pennsylvania
21693,Female,69,2,93300,Employed,Yes,Chicago,Illinois
11178,Male,31,1,144800,Employed,Yes,Tampa,Florida
10181,Female,29,4,20900,Unemployed,No,Tempe,Arizona
11088,Male,26,4,57200,Employed,Yes,Detroit,Michigan
8721,Male,23,5,22200,Student,No,St. Petersburg,Florida
20008,Male,66,4,57000,Retired,Yes,Corpus Christi,Texas
15372,Female,45,2,128500,Employed,Yes,Warren,Michigan
25072,Female,46,3,63700,Employed,Yes,Ann Arbor,Michigan
3553,Female,34,4,74000,Employed,No,Mesa,Arizona
21628,Female,49,3,99700,Employed,Yes,Hialeah,Florida
27807,Female,39,2,117100,Employed,Yes,Dayton,Ohio
6485,Male,77,2,75000,Retired,No,Austin,Texas
20948,Female,25,2,160200,Employed,No,Tampa,Florida
11508,Female,26,4,59800,Employed,Yes,Greensboro,North Carolina
11976,Male,68,3,63600,Retired,No,Erie,Pennsylvania
16555,Female,23,1,24300,Student,No,Scottsdale,Arizona
23630,Female,57,5,45000,Employed,Yes,St. Petersburg,Florida
6076,Male,65,4,210400,Employed,Yes,Lansing,Michigan
18454,Female,28,4,88600,Employed,No,Augusta,Georgia
26180,Male,39,1,78600,Employed,No,Philadelphia,Pennsylvania
18315,Male,67,3,76300,Employed,Yes,San Antonio,Texas
17648,Male,21,1,45000,Employed,Yes,Garland,Texas
1599,Female,57,5,45000,Employed,Yes,Detroit,Michigan
18011,Male,62,2,73700,Retired,No,Aurora,Illinois
27512,Male,52,1,63300,Employed,Yes,Erie,Pennsylvania
19344,Female,52,4,55800,Employed,Yes,Erie,Pennsylvania
6976,Male,63,5,41600,Retired,No,Winston-Salem,North Carolina
20739,Male,72,4,48800,Employed,Yes,Fresno,California
22607,Female,48,1,55600,Employed,No,Orlando,Florida
18127,Female,41,1,90300,Employed,Yes,Raleigh,North Carolina
16268,Male,67,5,74900,Retired,Yes,Detroit,Michigan
23563,Male,68,1,57100,Employed,No,Joliet,Illinois
6070,Female,59,4,72700,Employed,No,Grand Rapids,Michigan
4365,Female,68,1,201000,Employed,Yes,Oakland,California
6530,Male,55,3,98600,Employed,No,Rockford,Illinois
29559,Male,76,2,61400,Employed,Yes,Cleveland,Ohio
14798,Female,21,5,53000,Employed,Yes,Sacramento,California
17469,Male,27,2,68400,Employed,No,Austin,Texas
19890,Female,63,1,75000,Retired,No,Joliet,Illinois
29056,Male,74,1,94000,Employed,No,Austin,Texas
18320,Male,51,4,87600,Employed,Yes,Cincinnati,Ohio
27500,Male,21,1,45000,Employed,Yes,Joliet,Illinois
6412,Female,21,5,18100,Student,Yes,Irvine,California
18378,Female,59,4,13700,Unemployed,No,San Diego,California
24564,Female,38,2,57400,Employed,Yes,Bakersfield,California
25480,Female,31,5,60400,Employed,Yes,Chicago,Illinois
13123,Female,79,3,62400,Retired,No,Chicago,Illinois
27058,Male,61,1,66200,Employed,No,Glendale,Arizona
16750,Male,37,3,45000,Employed,No,Scottsdale,Arizona
29165,Male,23,3,60200,Employed,No,Gilbert,Arizona
23221,Female,67,5,57400,Employed,Yes,St. Petersburg,Florida
14134,Female,62,3,45000,Employed,No,Columbus,Ohio
10207,Male,49,4,98400,Employed,Yes,Augusta,Georgia
2889,Female,19,1,45000,Employed,No,Columbus,Ohio
12675,Male,78,3,70300,Retired,Yes,Winston-Salem,North Carolina
25095,Female,64,5,69500,Retired,Yes,Tallahassee,Florida
23976,Female,39,3,91900,Employed,No,Anaheim,California
21649,Male,37,5,80800,Employed,No,Grand Rapids,Michigan
2446,Male,22,5,14200,Student,No,Detroit,Michigan
9563,Male,24,4,10000,Student,No,Warren,Michigan
10914,Male,50,5,108300,Employed,Yes,Akron,Ohio
24427,Female,75,4,60700,Retired,Yes,Scottsdale,Arizona
10707,Female,79,1,107700,Employed,Yes,Tallahassee,Florida
23220,Female,22,2,12300,Student,Yes,Tucson,Arizona
29363,Male,40,1,76900,Employed,No,Fort Lauderdale,Florida
15961,Female,59,5,202400,Employed,Yes,Fresno,California
20844,Male,66,5,70400,Employed,No,Corpus Christi,Texas
24795,Male,68,5,64400,Employed,No,Greensboro,North Carolina
2762,Female,70,5,68100,Retired,Yes,Grand Rapids,Michigan
1464,Male,52,2,48600,Employed,Yes,Los Angeles,California
20992,Female,70,3,57900,Retired,No,Dayton,Ohio
21154,Female,42,1,22500,Unemployed,No,Greensboro,North Carolina
6592,Female,30,3,45000,Employed,No,Columbus,Ohio
25508,Male,72,4,112800,Employed,No,Philadelphia,Pennsylvania
13451,Female,54,5,170000,Employed,Yes,Gilbert,Arizona
9144,Female,68,2,75000,Retired,Yes,Augusta,Georgia
29262,Female,75,3,72000,Retired,Yes,Oakland,California
15236,Female,54,2,52200,Employed,Yes,Scottsdale,Arizona
27861,Female,47,5,18500,Unemployed,No,Cincinnati,Ohio
6655,Male,56,4,11300,Unemployed,No,Allentown,Pennsylvania
2231,Female,52,3,80300,Employed,Yes,Detroit,Michigan
10531,Male,54,3,83300,Employed,No,Chandler,Arizona
14652,Male,55,3,57200,Employed,Yes,Corpus Christi,Texas
27065,Female,60,3,105900,Employed,Yes,Long Beach,California
13570,Male,78,1,63200,Employed,No,Aurora,Illinois
13665,Male,24,4,21900,Unemployed,No,Columbus,Ohio
20279,Female,71,2,45000,Employed,Yes,Winston-Salem,North Carolina
17377,Male,77,3,61000,Retired,No,Atlanta,Georgia
3926,Female,50,1,45000,Employed,No,Lansing,Michigan
24674,Male,54,2,162600,Employed,Yes,Chandler,Arizona
23544,Male,21,2,69000,Employed,No,Rockford,Illinois
5245,Male,22,4,13900,Student,No,Los Angeles,California
3702,Male,63,2,50000,Retired,Yes,Santa Ana,California
23948,Female,66,5,54800,Retired,No,Savannah,Georgia
17383,Female,50,5,94400,Employed,No,Aurora,Illinois
24524,Male,65,4,69900,Retired,No,Chandler,Arizona
15615,Male,69,2,76500,Employed,No,San Diego,California
7013,Female,21,3,214200,Employed,No,Rockford,Illinois
13725,Female,36,2,49400,Employed,No,Macon,Georgia
20000,Female,57,5,64600,Employed,Yes,Reading,Pennsylvania
25712,Male,28,4,54500,Employed,No,Lansing,Michigan
7125,Male,63,2,65300,Retired,Yes,Akron,Ohio
27898,Female,39,3,103200,Employed,No,Houston,Texas
4931,Male,51,1,58500,Employed,Yes,Naperville,Illinois
8781,Female,69,5,75000,Retired,No,Grand Rapids,Michigan
12336,Male,31,1,144800,Employed,Yes,Tucson,Arizona
9390,Female,38,2,111800,Employed,No,Chicago,Illinois
12923,Female,34,1,52000,Employed,Yes,Grand Rapids,Michigan
24583,Female,40,5,112500,Employed,No,Raleigh,North Carolina
2787,Female,25,5,11400,Student,No,Joliet,Illinois
3662,Male,22,3,21200,Student,Yes,Reading,Pennsylvania
4331,Female,62,3,64400,Retired,No,Columbus,Ohio
14728,Male,69,3,63400,Retired,No,Fort Worth,Texas
2448,Male,64,3,61700,Retired,No,Dallas,Texas
11939,Female,38,5,142400,Employed,Yes,Garland,Texas
4345,Female,27,2,138500,Employed,Yes,Allentown,Pennsylvania
22525,Male,54,2,54900,Employed,No,San Diego,California
25312,Female,39,3,200500,Employed,Yes,Gilbert,Arizona
1828,Female,50,2,119700,Employed,No,Atlanta,Georgia
8452,Male,37,5,81800,Employed,No,Garland,Texas
12729,Female,61,4,45000,Employed,Yes,Durham,North Carolina
4733,Male,79,2,75000,Retired,No,Allentown,Pennsylvania
20173,Male,67,5,119800,Employed,Yes,Detroit,Michigan
20630,Female,63,1,75000,Retired,No,Glendale,Arizona
14155,Male,56,2,18000,Unemployed,Yes,Cleveland,Ohio
8427,Male,52,3,205200,Employed,Yes,Warren,Michigan
24085,Female,19,1,140400,Employed,Yes,Gilbert,Arizona
18281,Female,30,5,123200,Employed,No,Charlotte,North Carolina
27539,Female,58,5,59100,Employed,No,Greensboro,North Carolina
5618,Female,26,2,171600,Employed,No,Jacksonville,Florida
19789,Male,37,4,137200,Employed,No,San Jose,California
4204,Male,42,1,98700,Employed,No,Charlotte,North Carolina
18819,Male,26,5,11500,Student,Yes,Irvine,California
18095,Female,61,3,20000,Unemployed,No,Jacksonville,Florida
3497,Female,22,2,20000,Student,Yes,Lansing,Michigan
11227,Male,38,2,71900,Employed,Yes,Warren,Michigan
26691,Male,49,1,22100,Unemployed,Yes,Plano,Texas
2609,Female,38,2,60700,Employed,Yes,Orlando,Florida
23402,Male,38,5,78600,Employed,No,Columbus,Ohio
4358,Male,64,5,71100,Retired,No,Aurora,Illinois
27064,Male,75,3,103200,Employed,No,Chicago,Illinois
5230,Male,67,4,75000,Retired,Yes,Cincinnati,Ohio
9618,Female,57,2,55000,Employed,No,Joliet,Illinois
29126,Male,21,2,20900,Student,Yes,Anaheim,California
22052,Male,67,5,53100,Retired,Yes,Rockford,Illinois
28407,Male,32,1,59100,Employed,No,Chandler,Arizona
21885,Male,62,5,46300,Employed,Yes,Rockford,Illinois
13194,Female,22,2,11000,Student,No,Chandler,Arizona
21519,Male,57,5,119200,Employed,Yes,Pittsburgh,Pennsylvania
19485,Male,66,1,57200,Retired,No,Hialeah,Florida
15197,Female,24,3,14200,Student,No,Akron,Ohio
20383,Male,69,3,45000,Employed,No,Naperville,Illinois
10497,Female,50,1,56400,Employed,Yes,Tempe,Arizona
14639,Female,48,4,58700,Employed,Yes,Glendale,Arizona
19970,Male,73,1,68500,Employed,Yes,Atlanta,Georgia
24593,Female,28,2,61200,Employed,No,Houston,Texas
189,Male,79,4,63500,Retired,Yes,Dallas,Texas
17841,Female,57,3,45000,Employed,No,Grand Rapids,Michigan
23050,Female,33,4,122700,Employed,Yes,St. Petersburg,Florida
15478,Female,78,2,45000,Employed,Yes,Aurora,Illinois
14365,Female,18,4,17800,Student,Yes,Charlotte,North Carolina
8619,Female,76,3,45000,Employed,No,Naperville,Illinois
7844,Female,35,1,66500,Employed,No,Columbus,Ohio
8388,Male,72,1,75000,Retired,No,Fresno,California
8635,Female,51,2,117600,Employed,No,Greensboro,North Carolina
957,Female,45,3,66400,Employed,Yes,Charlotte,North Carolina
27257,Male,42,2,89100,Employed,No,San Diego,California
9370,Male,21,1,18400,Student,No,Greensboro,North Carolina
17420,Female,21,3,14500,Student,Yes,Ann Arbor,Michigan
17307,Female,73,2,47200,Retired,No,Plano,Texas
14165,Male,68,1,42700,Retired,Yes,Anaheim,California
852,Female,42,5,65400,Employed,Yes,Detroit,Michigan
27463,Male,71,1,70700,Retired,Yes,Joliet,Illinois
3475,Male,51,4,87600,Employed,Yes,Winston-Salem,North Carolina
2504,Male,36,3,45000,Employed,Yes,Erie,Pennsylvania
28072,Male,37,4,125800,Employed,Yes,Winston-Salem,North Carolina
27774,Male,72,1,74600,Retired,Yes,San Jose,California
5557,Female,30,1,12200,Unemployed,No,Garland,Texas
1240,Male,75,2,49700,Employed,Yes,Columbus,Ohio
19760,Female,38,1,76300,Employed,No,Rockford,Illinois
6474,Female,37,2,65900,Employed,No,Aurora,Illinois
9626,Male,64,1,75000,Retired,Yes,Mesa,Arizona
25993,Male,33,3,184700,Employed,Yes,Oakland,California
6768,Male,41,2,17300,Unemployed,Yes,Greensboro,North Carolina
27150,Male,68,1,63100,Retired,Yes,Warren,Michigan
21268,Male,50,1,98000,Employed,No,Irvine,California
28916,Female,45,3,49500,Employed,Yes,Long Beach,California
22342,Male,34,4,76100,Employed,No,Chicago,Illinois
15673,Female,77,4,80500,Employed,No,Oakland,California
2053,Female,34,3,45000,Employed,No,Dallas,Texas
1363,Male,72,3,75000,Retired,Yes,Los Angeles,California
3876,Female,79,2,75000,Retired,Yes,Chicago,Illinois
11563,Female,55,2,45000,Employed,Yes,Tucson,Arizona
18800,Female,55,5,116500,Employed,Yes,Lansing,Michigan
13391,Male,39,4,13500,Unemployed,No,Fort Lauderdale,Florida
4069,Male,55,3,98600,Employed,No,Naperville,Illinois
26387,Female,36,4,196900,Employed,No,Flint,Michigan
15227,Male,37,5,76500,Employed,No,Allentown,Pennsylvania
20806,Female,64,5,75000,Retired,Yes,Anaheim,California
1762,Male,69,4,48500,Employed,No,Philadelphia,Pennsylvania
23511,Female,46,1,55200,Employed,Yes,Naperville,Illinois
5345,Male,19,1,63100,Employed,No,Glendale,Arizona
28394,Female,68,5,59300,Employed,No,Fort Worth,Texas
23473,Female,64,4,75000,Retired,Yes,Fort Worth,Texas
16804,Male,56,5,98700,Employed,No,Raleigh,North Carolina
455,Male,32,3,45000,Employed,No,Charlotte,North Carolina
22820,Male,61,3,12100,Unemployed,No,Joliet,Illinois
18232,Female,45,4,125600,Employed,Yes,Flint,Michigan
23426,Female,34,1,80000,Employed,Yes,Atlanta,Georgia
26939,Male,72,3,75000,Retired,Yes,Tampa,Florida
11525,Male,78,4,89900,Employed,Yes,San Diego,California
10940,Female,64,1,75000,Retired,Yes,Riverside,California
28247,Female,32,3,56200,Employed,No,Chicago,Illinois
22155,Female,21,5,53000,Employed,Yes,Scottsdale,Arizona
16790,Female,58,5,59100,Employed,No,Cincinnati,Ohio
11475,Female,20,1,45000,Employed,Yes,Reading,Pennsylvania
18685,Male,32,4,48000,Employed,No,Irvine,California
16410,Male,51,1,45000,Employed,Yes,Durham,North Carolina
3895,Female,59,1,64600,Employed,No,Los Angeles,California
11234,Female,46,5,105000,Employed,No,Raleigh,North Carolina
15776,Male,50,5,103800,Employed,Yes,Erie,Pennsylvania
10987,Female,49,1,133600,Employed,Yes,Warren,Michigan
1391,Female,56,4,70800,Employed,Yes,Columbus,Ohio
21029,Female,63,5,75000,Retired,No,Erie,Pennsylvania
14202,Male,41,3,45000,Employed,Yes,Macon,Georgia
22385,Male,43,5,45000,Employed,Yes,Winston-Salem,North Carolina
5675,Male,47,1,53600,Employed,No,Houston,Texas
23605,Male,72,3,113400,Employed,Yes,Augusta,Georgia
24891,Male,39,5,102600,Employed,Yes,Rockford,Illinois
22946,Female,21,4,24300,Student,No,Naperville,Illinois
22830,Male,67,4,47800,Retired,No,Jacksonville,Florida
2479,Female,67,3,53100,Retired,Yes,Dallas,Texas
21142,Female,38,1,51300,Employed,Yes,Arlington,Texas
5590,Male,28,4,108800,Employed,Yes,Dallas,Texas
20341,Female,47,4,72200,Employed,Yes,Macon,Georgia
21037,Female,20,1,14000,Student,No,Dayton,Ohio
28390,Male,65,4,69900,Retired,No,Flint,Michigan
21694,Male,49,1,103200,Employed,No,Raleigh,North Carolina
24490,Male,26,4,22500,Student,Yes,Arlington,Texas
28156,Female,52,3,80900,Employed,No,Reading,Pennsylvania
18369,Female,77,1,51500,Employed,No,Dayton,Ohio
28545,Male,47,1,14000,Unemployed,No,Winston-Salem,North Carolina
27724,Male,66,1,96900,Employed,No,San Antonio,Texas
18490,Male,67,4,72500,Retired,Yes,Grand Rapids,Michigan
5656,Male,63,5,75000,Retired,No,El Paso,Texas
18441,Female,51,1,78800,Employed,Yes,Chicago,Illinois
16471,Female,25,5,82000,Employed,No,Naperville,Illinois
28519,Female,71,2,204000,Employed,No,Rockford,Illinois
17148,Female,69,2,63300,Retired,No,Rockford,Illinois
15131,Female,39,5,17700,Unemployed,Yes,Columbus,Ohio
11813,Female,29,4,99400,Employed,No,Erie,Pennsylvania
